"id"	"sourceUrl"	"imgUrl"	"title"	"desc"	"price"	"discountType"	"discount"
"1"	"//item.mi.com/1161200059.html"	"http://i3.mifile.cn/a4/T1rQAgB7Av1RXrhCrK.jpg"	"小米路由器3"	"四天线设计，更安全更稳定"	"149"	"free"	"免邮费"
"2"	"//www.mi.com/mibicycle/"	"http://i3.mifile.cn/a4/2b69b930-a2fd-4d09-a46a-8690cb79f764"	"电助力折叠自行车"	"力矩传感电助力，让城市出行轻松有趣"	"149"	"new"	"新品"
"3"	"//www.mi.com/mitu/"	"http://i1.mifile.cn/a1/pms_1464615180.86261317!220x220.jpg"	"米兔智能故事机"	"能说会道，宝宝的好玩伴"	"14"	"new"	"新品"
"4"	"//www.mi.com/water2/"	"http://i3.mifile.cn/a4/T1zTK_Bbhv1RXrhCrK.jpg"	"小米净水器"	"厨下式 RO反渗透直出纯净水，包邮包安装"	"199"	""	""
"5"	"//www.mi.com/ihealth/"	"http://i1.mifile.cn/a1/T17FCQByWv1RXrhCrK!220x220.jpg"	"iHealth智能血压计（蓝牙版）"	"送给父母的健康礼物 测血压仅需1步"	"149"	""	""
"6"	"//www.mi.com/dianfanbao/"	"http://i1.mifile.cn/a1/T1OVC_ByY_1RXrhCrK!220x220.jpg"	"米家压力IH电饭煲"	"智能烹饪，3L 容量"	"199"	""	""
"7"	"//item.mi.com/1163200015.html"	"http://i1.mifile.cn/a1/pms_1470730028.12443689!220x220.jpg"	"全系智能套装限时款"	"开启你的智能生活"	"149"	"discount"	"享九折"
"8"	"//list.mi.com/accessories/tag?id=guangganban"	"http://i1.mifile.cn/a1/T1HcAQBgDT1RXrhCrK!220x220.jpg"	"小米手环 光感版"	"实时监测心率，科学运动"	"149"	""	""
